City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,lindisfarne,-42.8333,147.35,19.44,45,6,3.09,AU,1731370356
363,taro,-8.3862,115.28,24.15,85,100,0.11,ID,1731370357
364,cill airne,52.05,-9.5167,8.84,93,36,0.88,IE,1731370359
365,owando,-0.4819,15.8999,21.16,93,20,0.76,CG,1731370342
366,carnot,4.9409,15.8665,21.77,66,65,0.38,CF,1731370361
367,geraldton,-28.7667,114.6,19.23,63,0,7.72,AU,1731370142
368,veinticinco de mayo,-35.4323,-60.1727,9.99,74,1,3.88,AR,1731370164
369,copiapo,-27.3667,-70.3333,22.46,43,0,1.65,CL,1731370085
370,vila velha,-20.3297,-40.2925,23.97,87,100,1.54,BR,1731370150
371,svetogorsk,61.1121,28.8632,0.07,95,100,1.34,RU,1731370366
372,bel ombre,-4.6167,55.4167,27.1,78,98,3.86,SC,1731370168
373,erenhot,43.6475,111.9767,1.85,62,0,3.73,CN,1731370189
374,santana,-0.0583,-51.1817,29.1,79,20,3.6,BR,1731370177
375,saldanha,-33.0117,17.9442,15.67,92,99,6.81,ZA,1731370159
376,fedorovskiy,45.0972,40.9517,3.8,86,0,3.79,RU,1731370372
377,konarka,19.9,86.1167,23.01,71,98,4.55,IN,1731370373
378,saskatoon,52.1168,-106.6345,3.88,58,93,7.6,CA,1731370242
379,ngaoundere,7.3167,13.5833,18.76,48,5,1.28,CM,1731370375
380,munkebo,55.4618,10.5558,8.76,88,99,5.22,DK,1731370376
381,las tablas,7.7667,-80.2833,22.87,99,60,1.82,PA,1731370378
382,mizan teferi,6.9833,35.5833,15.77,86,96,1.21,ET,1731370379
383,'ali al gharbi,32.4633,46.6864,25.81,34,98,1.05,IQ,1731370380
384,cranbrook,49.4999,-115.7688,4.97,96,100,2.35,CA,1731370135
385,al jawf,29.5,38.75,17.31,51,83,2.19,SA,1731370125
386,non sang,16.8687,102.5664,22.29,77,56,1.12,TH,1731370383
387,mejit,10.2753,170.8646,28.7,74,73,6.46,MH,1731370160
388,aswan,24.0934,32.907,18.33,38,0,5.19,EG,1731370385
389,rudbar,30.15,62.6,14.98,40,63,0.5,AF,1731370386
390,gobernador virasora,-28.05,-56.0333,18.89,75,82,1.79,AR,1731370388
391,say,13.1007,2.3689,23.4,18,0,3.72,NE,1731370389
392,mirny,62.5353,113.9611,-11.13,97,98,1.59,RU,1731370098
393,nikolayevka,53.1257,47.2041,-1.72,93,86,0.97,RU,1731370391
394,newport,51.5877,-2.9984,7.52,86,39,3.89,GB,1731370393
395,boa vista,2.8197,-60.6733,31.55,45,71,3.62,BR,1731370394
396,kwale,5.7063,6.4374,23.09,85,20,1.28,NG,1731370396
397,biltine,14.5333,20.9167,25.05,24,0,5.71,TD,1731370209
398,solnechnyy,50.7214,136.6319,-5.36,74,100,1.88,RU,1731370399
399,broome,42.2506,-75.833,12.03,75,100,4.12,US,1731370181
400,aurad,18.25,77.4333,17.79,73,59,1.89,IN,1731370401
401,verkhniye tatyshly,56.2912,55.8575,-8.1,94,38,2.31,RU,1731370402
402,gidam,18.9833,81.4,17.51,78,82,1.19,IN,1731370403
403,mount gambier,-37.8333,140.7667,17.92,72,79,3.11,AU,1731370078
404,borazjan,29.2666,51.2159,24.65,51,3,0.75,IR,1731370406
405,puerto colombia,10.9878,-74.9547,25.05,76,100,4.45,CO,1731370087
406,xilitla,21.3333,-98.9667,20.07,94,36,0.88,MX,1731370408
407,luwuk,-0.9516,122.7875,27.77,66,86,1.08,ID,1731370409
408,port augusta,-32.5,137.7667,23.91,56,0,1.85,AU,1731370164
409,zaragoza,41.6561,-0.8773,12.79,63,0,8.75,ES,1731370197
410,angel r. cabada,18.5833,-95.4333,24.82,85,64,3.41,MX,1731370414
411,wanxian,30.8039,108.3897,17.28,89,95,1.4,CN,1731370415
412,prince rupert,54.3161,-130.3201,7.83,82,100,7.2,CA,1731369811
413,enewetak,11.3474,162.3373,28.58,79,36,7.54,MH,1731370143
414,san juan nepomuceno,9.9516,-75.082,23.56,94,100,1.8,CO,1731370418
415,caconda,-13.7333,15.0667,15.1,95,100,2.6,AO,1731370420
416,jinka,5.65,36.65,19.53,65,89,0.98,ET,1731370421
417,uliastay,47.7417,96.8444,-9.94,75,37,3.31,MN,1731370422
418,fonte boa,-2.4959,-66.2662,25.27,81,88,1.08,BR,1731370423
419,pasuquin,18.3328,120.6177,24.97,100,75,1.03,PH,1731370424
420,acapulco de juarez,16.8634,-99.8901,29.9,74,40,2.57,MX,1731370195
421,margate,51.3813,1.3862,9.27,84,46,3.13,GB,1731370100
422,haapsalu,58.9431,23.5414,6.12,92,100,4.68,EE,1731370427
423,pyin oo lwin,22.0333,96.4667,15.68,94,35,1.2,MM,1731370429
424,pinheiro machado,-31.5783,-53.3811,12.81,100,100,3.86,BR,1731370430
425,jiwani,25.05,61.7417,26.99,56,2,2.22,PK,1731370431
426,zag,46.9441,99.165,-15.97,91,57,1.62,MN,1731370432
427,kuvandyk,51.4781,57.3552,-14.7,100,67,0.6,RU,1731370433
428,macau,22.2006,113.5461,24.28,88,20,3.09,MO,1731370434
429,chivilcoy,-34.8957,-60.0167,12.89,38,0,3.74,AR,1731370435
430,llorente,11.4119,125.5458,28.17,78,73,0.44,PH,1731370436
431,bo phloi,14.3236,99.5161,23.47,85,86,1.15,TH,1731370437
432,aripuana,-9.1667,-60.6333,24.14,90,82,1.0,BR,1731370439
433,tynda,55.1667,124.7167,-20.93,97,13,0.86,RU,1731370440
434,puerto madero,14.7208,-92.4215,28.11,89,40,1.03,MX,1731370441
435,dawesville,30.9224,-84.0091,23.53,91,100,0.0,US,1731370442
436,eydhafushi,5.1033,73.0708,27.83,69,19,1.91,MV,1731370446
437,bekovo,52.4663,43.712,1.22,78,99,1.63,RU,1731370447
438,opatija,45.3392,14.3083,8.38,69,30,3.6,HR,1731370448
439,ulanhot,46.0833,122.0833,-0.12,44,0,3.03,CN,1731370449
440,gufeng,26.9083,118.9819,16.15,90,49,1.31,CN,1731370450
441,flying fish cove,-10.4217,105.6791,26.82,89,75,3.6,CX,1731370112
442,bena,11.2844,5.9347,20.53,33,6,2.72,NG,1731370452
443,sungai penuh,-2.0833,101.3833,20.34,91,100,0.75,ID,1731370158
444,ouarzazat,30.9189,-6.8934,17.27,41,46,1.78,MA,1731370454
445,brisas de zicatela,15.8369,-97.0419,30.29,74,40,2.06,MX,1731370456
446,codrington,-38.2667,141.9667,18.07,61,98,1.52,AU,1731370094
447,pedro juan caballero,-22.5472,-55.7333,25.3,40,1,1.99,PY,1731370458
448,malango,-2.9627,119.9001,21.74,94,100,0.26,ID,1731370160
449,nchelenge,-9.3451,28.734,20.52,79,89,1.79,ZM,1731370460
450,sao jose da coroa grande,-8.8978,-35.1478,25.46,78,86,5.41,BR,1731370461
451,goure,13.9835,10.2704,22.95,22,0,3.76,NE,1731370462
452,ardakan,32.31,54.0175,15.12,38,0,4.17,IR,1731370463
453,sant lluis,39.8526,4.2594,16.22,72,40,9.26,ES,1731370464
454,hirara,24.8,125.2833,26.48,83,100,6.95,JP,1731370110
455,manggar,-2.8833,108.2667,27.57,74,99,0.14,ID,1731370467
456,mancio lima,-7.6142,-72.8958,27.76,68,78,1.31,BR,1731370468
457,kuna,43.4918,-116.4201,10.4,61,20,2.06,US,1731370469
458,usinsk,65.9939,57.5281,-7.16,96,100,3.06,RU,1731370470
459,banyuls de la marenda,42.4837,3.129,17.21,62,50,12.43,FR,1731370471
460,baharly,38.4362,57.4316,13.24,61,100,1.15,TM,1731370472
461,yakeshi,49.2833,120.7333,-9.75,94,89,2.2,CN,1731370236
462,montepuez,-13.1256,38.9997,21.75,86,12,2.17,MZ,1731370475
463,yaren,-0.5472,166.916,28.25,67,47,6.09,NR,1731370476
464,klaksvik,62.2266,-6.589,10.66,90,91,6.4,FO,1731370477
465,keetmanshoop,-26.5833,18.1333,17.99,17,0,2.5,NA,1731370250
466,ouro preto do oeste,-10.7481,-62.2158,25.32,72,99,1.01,BR,1731370479
467,sinjar,36.3209,41.8754,15.78,65,15,2.33,IQ,1731370480
468,sinabang,2.4803,96.3801,25.75,88,100,3.17,ID,1731370481
469,marsh harbour,26.5412,-77.0636,26.53,81,43,2.56,BS,1731370482
470,bogale,16.2833,95.4,22.43,94,54,2.6,MM,1731370484
471,labytnangi,66.6572,66.4183,-14.95,95,100,3.94,RU,1731370485
472,'alaqahdari dishu,30.4374,63.313,14.09,41,83,1.21,AF,1731370486
473,casper,42.8666,-106.3131,12.33,32,0,7.2,US,1731370488
474,harstad,68.799,16.5293,5.09,96,99,8.49,NO,1731370489
475,celestun,20.8667,-90.4,26.27,80,15,4.74,MX,1731370490
476,mount pleasant,32.7941,-79.8626,22.22,93,0,2.57,US,1731370491
477,egilsstadir,65.2653,-14.3948,9.08,93,100,8.62,IS,1731370492
478,caconde,-21.5294,-46.6439,20.97,70,1,1.04,BR,1731370494
479,kirakira,-10.4544,161.9205,28.75,77,82,4.57,SB,1731370495
480,ta`u,-14.2336,-169.5144,27.38,72,36,5.51,AS,1731370497
481,monrovia,6.3005,-10.7969,26.31,85,61,4.32,LR,1731370268
482,soba,10.9813,8.0575,19.75,37,2,3.09,NG,1731370499
483,portland,45.5234,-122.6762,11.17,92,75,4.02,US,1731370256
484,palmer,42.1584,-72.3287,11.97,81,6,1.56,US,1731370502
485,puerto baquerizo moreno,-0.9,-89.6,21.03,72,68,4.93,EC,1731370503
486,kabompo,-13.5927,24.2008,17.65,98,100,1.27,ZM,1731370504
487,leh,34.1667,77.5833,-4.72,68,70,2.29,IN,1731370505
488,novofedorivka,46.1713,32.3178,5.0,83,91,5.08,UA,1731370506
489,nicoya,10.1483,-85.452,22.21,98,100,0.9,CR,1731370507
490,okha,53.5739,142.9478,-3.78,79,100,7.03,RU,1731370508
491,mount isa,-20.7333,139.5,36.87,22,82,4.12,AU,1731370509
492,trino,45.1921,8.2961,5.74,93,100,2.91,IT,1731370510
493,ceelbuur,4.685,46.6176,26.66,60,100,4.53,SO,1731370512
494,sabzevar,36.2126,57.6819,11.35,43,16,0.36,IR,1731370514
495,port moresby,-9.4431,147.1797,28.23,73,100,2.0,PG,1731370515
496,westport,41.1415,-73.3579,15.87,61,0,3.6,US,1731370516
497,villa regina,-39.1,-67.0667,20.12,24,73,10.98,AR,1731370517
498,jimani,18.4917,-71.8502,24.06,98,100,3.9,DO,1731370518
499,tangalle,6.024,80.7911,25.0,90,35,1.47,LK,1731370520
500,nanjing,32.0617,118.7778,15.52,67,0,2.31,CN,1731370521
501,sao joao dos inhamuns,-6.0,-40.2833,28.32,50,97,4.63,BR,1731370522
502,wainwright,52.839,-110.8572,5.46,76,99,6.12,CA,1731370523
503,las khorey,11.1595,48.1967,25.64,81,12,2.84,SO,1731370524
504,dass,10.0,9.5167,20.63,38,10,1.63,NG,1731370525
505,akureyri,65.6835,-18.0878,14.18,79,100,11.14,IS,1731370526
506,woolgoolga,-30.1106,153.2007,21.93,77,83,5.86,AU,1731370527
507,dakhla,23.6848,-15.958,20.81,80,0,8.58,EH,1731370528
508,idabel,33.8957,-94.8263,16.97,67,0,1.54,US,1731370530
509,sirjan,29.452,55.6814,13.59,31,2,3.61,IR,1731370531
510,baiquan,47.5833,126.0833,-4.32,93,90,3.01,CN,1731370532
511,ha tinh,18.3333,105.9,22.18,84,90,1.41,VN,1731370533
512,point pedro,9.8167,80.2333,26.29,86,47,3.35,LK,1731370534
513,xai-xai,-25.0519,33.6442,22.18,96,73,2.34,MZ,1731370535
514,angra do heroismo,38.65,-27.2167,20.13,93,99,8.78,PT,1731370536
515,mitsamiouli,-11.3847,43.2844,27.0,82,1,5.95,KM,1731370537
516,ampanihy,-24.7,44.75,20.82,92,73,2.09,MG,1731370539
517,imbituba,-28.24,-48.6703,20.57,88,75,2.64,BR,1731370540
518,kongsvinger,60.1905,11.9977,0.59,89,10,1.5,NO,1731370543
519,holualoa,19.6228,-155.9522,27.13,73,0,4.63,US,1731370544
520,sao miguel,-5.4667,-35.3667,25.73,74,98,4.88,BR,1731370545
521,al burayqah,30.4062,19.5739,21.07,42,6,5.92,LY,1731370546
522,vallenar,-28.5708,-70.7581,21.99,36,0,1.65,CL,1731370548
523,bodo,67.28,14.405,3.86,100,75,6.17,NO,1731370549
524,wanlaweyn,2.6185,44.8938,25.24,85,97,4.05,SO,1731370550
525,campoverde,-8.4753,-74.8058,27.83,60,98,0.69,PE,1731370551
526,port hedland,-20.3167,118.5667,35.03,18,61,6.69,AU,1731370552
527,port macquarie,-31.4333,152.9167,20.04,90,99,1.79,AU,1731370553
528,vernon,50.2581,-119.2691,8.2,84,100,1.79,CA,1731370554
529,tokar,18.4254,37.729,28.26,74,13,5.95,SD,1731370555
530,den burg,53.0542,4.7972,10.99,87,75,6.17,NL,1731370556
531,knyaze-volkonskoye,48.4642,135.4567,-2.81,81,100,3.48,RU,1731370558
532,bandar lampung,-5.4254,105.258,25.44,88,100,1.06,ID,1731370559
533,caleta de carquin,-11.0925,-77.6267,18.96,84,68,4.33,PE,1731370560
534,qusmuryn,52.4503,64.6311,-10.91,96,29,1.94,KZ,1731370561
535,tarauaca,-8.1614,-70.7656,26.83,72,83,0.8,BR,1731370562
536,tateyama,34.9833,139.8667,18.52,72,73,1.69,JP,1731370564
537,skowhegan,44.7651,-69.7192,10.64,79,24,2.27,US,1731370566
538,debrecen,47.5333,21.6333,5.6,59,100,1.54,HU,1731370567
539,morehead city,34.7229,-76.726,20.57,93,20,1.79,US,1731370568
540,lodja,-3.4833,23.4333,21.09,85,58,1.03,CD,1731370569
541,grenville,12.1167,-61.6167,27.21,80,82,6.06,GD,1731370570
542,upington,-28.4478,21.2561,18.22,24,0,2.83,ZA,1731370571
543,pechora,65.1472,57.2244,-8.19,98,100,2.11,RU,1731370572
544,ghat,24.9647,10.1728,18.91,27,19,0.8,LY,1731370573
545,langepas,61.2544,75.2124,-17.96,90,100,6.08,RU,1731370574
546,platteville,42.7342,-90.4785,7.3,70,0,3.6,US,1731370576
547,puerto carreno,6.189,-67.4859,28.16,73,3,2.86,CO,1731370577
548,san antonio de pale,-1.4014,5.6325,25.9,84,76,4.21,GQ,1731370578
549,guatrache,-37.6678,-63.5302,13.56,31,22,1.34,AR,1731370579
550,vylkove,45.4021,29.586,9.57,80,100,4.27,UA,1731370580
551,hallsberg,59.0657,15.1117,2.53,94,0,2.57,SE,1731370581
552,sandnessjoen,66.0217,12.6316,8.09,76,98,9.38,NO,1731370582
553,pangkalpinang,-2.1333,106.1333,26.89,78,90,0.9,ID,1731370583
554,mawu,34.4307,104.9176,3.65,91,93,1.89,CN,1731370584
555,arteaga,18.4667,-102.4167,23.1,86,9,0.96,MX,1731370586
556,yelan'-koleno,51.1523,41.2306,2.67,69,100,1.69,RU,1731370587
557,amga,60.8953,131.9608,-16.78,97,99,1.23,RU,1731370588
558,lesnoy,57.6198,63.0784,-9.12,88,46,3.7,RU,1731370589
559,jaguey grande,22.5269,-81.1286,24.55,93,73,2.66,CU,1731370590
560,bikenibeu village,1.3673,173.1241,28.23,67,16,5.25,KI,1731370591
561,villa gesell,-37.2639,-56.973,12.06,78,69,6.35,AR,1731370592
562,abepura,-2.6333,140.5833,26.45,89,40,0.51,ID,1731370593
563,pahlgam,34.0333,75.3333,0.06,66,16,3.55,IN,1731370595
564,tomohon,1.3346,124.8392,22.52,77,65,0.37,ID,1731370596
565,la libertad,-2.2333,-80.9,20.94,81,71,5.07,EC,1731370597
566,shakhun'ya,57.6758,46.6114,-2.88,95,51,3.53,RU,1731370598
567,kayangel,8.0823,134.7173,28.87,70,58,3.62,PW,1731370599
568,maloye ganyushkino,46.6,49.2667,5.26,57,100,3.08,KZ,1731370601
569,hastings,50.8552,0.5729,7.21,50,3,8.19,GB,1731370602
570,inebolu,41.9747,33.7608,12.68,87,84,3.14,TR,1731370603
571,longjiang,47.3303,123.1836,-1.98,58,1,3.19,CN,1731370604
572,tromso,69.6496,18.957,4.01,93,75,4.63,NO,1731370605
573,gobabis,-22.45,18.9667,20.64,46,14,0.73,NA,1731370607
574,verkhniy tagil,57.3733,59.9556,-8.1,91,71,4.0,RU,1731370636
575,naze,28.3667,129.4833,23.12,81,71,4.58,JP,1731370637
576,hasaki,35.7333,140.8333,19.16,58,15,1.31,JP,1731370639
577,lazaro cardenas,17.9583,-102.2,27.67,78,17,3.33,MX,1731370467
578,maragogi,-9.0122,-35.2225,25.18,78,91,4.87,BR,1731370642
579,nuuk,64.1835,-51.7216,-2.66,100,100,3.09,GL,1731370643
580,poronaysk,49.2167,143.1167,0.92,54,100,2.92,RU,1731370644
581,saudarkrokur,65.7461,-19.6394,12.51,84,100,12.89,IS,1731370645
